Comissão,Data,Hora,Reunião,Texto,Tipo
Comissão Externa - Reserva Indígena Raposa Serra do Sol,09/03/2004,14h47,0119/04,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão Externa - Reserva Indígena Raposa Serra do Sol&tpReuniaoEvento=AP c/ Convidado&dtReuniao=09/03/2004&hrInicio=14:47:00&hrFim=17:41:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=0119/04&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=14:47&sgFaseSessao=&Data=09/03/2004&txApelido=&txFaseSessao=&txTipoSessao=Externa&dtHoraQuarto=14:47&txEtapa=,AP c/ Convidado
Comissão Externa - Reserva Indígena Raposa Serra do Sol,10/02/2004,15h23,0051/04,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão Externa - Reserva Indígena Raposa Serra do Sol&tpReuniaoEvento=Reunião Ordinária&dtReuniao=10/02/2004&hrInicio=15:23:00&hrFim=16:53:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=0051/04&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=15:23&sgFaseSessao=&Data=10/02/2004&txApelido=&txFaseSessao=&txTipoSessao=Externa&dtHoraQuarto=15:23&txEtapa=,Reunião Ordinária
Comissão de Relações Exteriores e de Defesa Nacional,09/12/2003,16h46,2232/03,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Relações Exteriores e de Defesa Nacional&tpReuniaoEvento=AP c/ Ministro&dtReuniao=09/12/2003&hrInicio=16:46:00&hrFim=18:23:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=2232/03&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=16:46&sgFaseSessao=&Data=09/12/2003&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=16:46&txEtapa=,AP c/ Ministro
Comissão de Relações Exteriores e de Defesa Nacional,11/11/2003,15h46,1915/03,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Relações Exteriores e de Defesa Nacional&tpReuniaoEvento=AP c/ Convidado&dtReuniao=11/11/2003&hrInicio=15:46:00&hrFim=17:58:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=1915/03&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=15:46&sgFaseSessao=&Data=11/11/2003&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=15:46&txEtapa=,AP c/ Convidado
Outros Eventos,11/11/2003,14h00,2102/03,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Outros Eventos&tpReuniaoEvento=&dtReuniao=11/11/2003&hrInicio=14:00:00&hrFim=14:10:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=2102/03&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=14:00&sgFaseSessao=&Data=11/11/2003&txApelido=&txFaseSessao=&txTipoSessao=&dtHoraQuarto=14:00&txEtapa=,
Comissão de Constituição e Justiça e de Redação,22/10/2003,10h19,1773/03,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Constituição e Justiça e de Redação&tpReuniaoEvento=Reunião Ordinária&dtReuniao=22/10/2003&hrInicio=10:19:00&hrFim=19:57:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=1773/03&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=10:19&sgFaseSessao=&Data=22/10/2003&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=10:19&txEtapa=,Reunião Ordinária
Comissão de Relações Exteriores e de Defesa Nacional,02/10/2003,10h21,1619/03,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Relações Exteriores e de Defesa Nacional&tpReuniaoEvento=AP c/ Convidado&dtReuniao=02/10/2003&hrInicio=10:21:00&hrFim=12:20:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=1619/03&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=10:21&sgFaseSessao=&Data=02/10/2003&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=10:21&txEtapa=,AP c/ Convidado
Comissão Especial - PEC 40-A/03 - Reforma Previdência,23/07/2003,10h03,1003/03,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão Especial - PEC 40-A/03 - Reforma Previdência&tpReuniaoEvento=Reunião Ordinária&dtReuniao=23/07/2003&hrInicio=10:03:00&hrFim=17:29:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=1003/03&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=10:03&sgFaseSessao=&Data=23/07/2003&txApelido=&txFaseSessao=&txTipoSessao=&dtHoraQuarto=10:03&txEtapa=,Reunião Ordinária
Comissão Especial - PEC 40-A/03 - Reforma Previdência,14/07/2003,17h15,0986/03,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão Especial - PEC 40-A/03 - Reforma Previdência&tpReuniaoEvento=AP c/ Convidado&dtReuniao=14/07/2003&hrInicio=17:15:00&hrFim=22:19:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=0986/03&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=17:15&sgFaseSessao=&Data=14/07/2003&txApelido=&txFaseSessao=&txTipoSessao=&dtHoraQuarto=17:15&txEtapa=,AP c/ Convidado
Comissão Especial - PEC 40-A/03 - Reforma Previdência,10/07/2003,10h07,0959/03,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão Especial - PEC 40-A/03 - Reforma Previdência&tpReuniaoEvento=AP c/ Convidado&dtReuniao=10/07/2003&hrInicio=10:07:00&hrFim=14:28:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=0959/03&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=10:07&sgFaseSessao=&Data=10/07/2003&txApelido=&txFaseSessao=&txTipoSessao=&dtHoraQuarto=10:07&txEtapa=,AP c/ Convidado
Comissão Especial - PEC 40-A/03 - Reforma Previdência,09/07/2003,10h01,0939/03,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão Especial - PEC 40-A/03 - Reforma Previdência&tpReuniaoEvento=AP c/ Convidado&dtReuniao=09/07/2003&hrInicio=10:01:00&hrFim=14:37:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=0939/03&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=10:01&sgFaseSessao=&Data=09/07/2003&txApelido=&txFaseSessao=&txTipoSessao=&dtHoraQuarto=10:01&txEtapa=,AP c/ Convidado
Comissão Especial  -  Reforma da Previdência,25/06/2003,13h58,0843/03,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão Especial  -  Reforma da Previdência&tpReuniaoEvento=Reunião Extraordinária&dtReuniao=25/06/2003&hrInicio=13:58:00&hrFim=14:32:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=0843/03&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=13:58&sgFaseSessao=&Data=25/06/2003&txApelido=&txFaseSessao=&txTipoSessao=&dtHoraQuarto=13:58&txEtapa=,Reunião Extraordinária
Comissão de Relações Exteriores e de Defesa Nacional,25/06/2003,10h11,0841/03,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Relações Exteriores e de Defesa Nacional&tpReuniaoEvento=AP c/ Convidado&dtReuniao=25/06/2003&hrInicio=10:11:00&hrFim=13:48:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=0841/03&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=10:11&sgFaseSessao=&Data=25/06/2003&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=10:11&txEtapa=,AP c/ Convidado
Comissão de Segurança Pública e Combate ao Crime Organizado,12/06/2003,10h24,0778/03,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Segurança Pública e Combate ao Crime Organizado&tpReuniaoEvento=AP c/ Convidado&dtReuniao=12/06/2003&hrInicio=10:24:00&hrFim=15:55:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=0778/03&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=10:24&sgFaseSessao=&Data=12/06/2003&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=10:24&txEtapa=,AP c/ Convidado
Comissão de Relações Exteriores e de Defesa Nacional,11/06/2003,14h33,0762/03,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Relações Exteriores e de Defesa Nacional&tpReuniaoEvento=AP c/ Convidado&dtReuniao=11/06/2003&hrInicio=14:33:00&hrFim=16:57:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=0762/03&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=14:33&sgFaseSessao=&Data=11/06/2003&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=14:33&txEtapa=,AP c/ Convidado
Comissão de Relações Exteriores e de Defesa Nacional,28/05/2003,10h22,0617/03,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Relações Exteriores e de Defesa Nacional&tpReuniaoEvento=AP c/ Convidado&dtReuniao=28/05/2003&hrInicio=10:22:00&hrFim=13:11:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=0617/03&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=10:22&sgFaseSessao=&Data=28/05/2003&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=10:22&txEtapa=,AP c/ Convidado
Comissão de Constituição e Justiça e de Redação,21/05/2003,10h16,0562/03,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Constituição e Justiça e de Redação&tpReuniaoEvento=AP c/ Convidado&dtReuniao=21/05/2003&hrInicio=10:16:00&hrFim=14:41:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=0562/03&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=10:16&sgFaseSessao=&Data=21/05/2003&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=10:16&txEtapa=,AP c/ Convidado
Comissão de Constituição e Justiça e de Redação,15/05/2003,14h51,0527/03,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Constituição e Justiça e de Redação&tpReuniaoEvento=Reunião Ordinária&dtReuniao=15/05/2003&hrInicio=14:51:00&hrFim=16:31:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=0527/03&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=14:51&sgFaseSessao=&Data=15/05/2003&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=14:51&txEtapa=,Reunião Ordinária
Comissão da Amazônia e de Desenvolvimento Regional,30/04/2003,10h14,0387/03,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão da Amazônia e de Desenvolvimento Regional&tpReuniaoEvento=AP c/ Convidado&dtReuniao=30/04/2003&hrInicio=10:14:00&hrFim=13:57:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=0387/03&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=10:14&sgFaseSessao=&Data=30/04/2003&txApelido=&txFaseSessao=&txTipoSessao=Outras&dtHoraQuarto=10:14&txEtapa=,AP c/ Convidado
Comissão Especial  -  Reforma da Previdência,10/04/2003,9h46,0282/03,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão Especial  -  Reforma da Previdência&tpReuniaoEvento=AP c/ Convidado&dtReuniao=10/04/2003&hrInicio=09:46:00&hrFim=14:06:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=0282/03&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=09:46&sgFaseSessao=&Data=10/04/2003&txApelido=&txFaseSessao=&txTipoSessao=&dtHoraQuarto=09:46&txEtapa=,AP c/ Convidado
Comissão Especial  -  Reforma da Previdência,03/04/2003,9h51,0222/03,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão Especial  -  Reforma da Previdência&tpReuniaoEvento=AP c/ Ministro&dtReuniao=03/04/2003&hrInicio=09:51:00&hrFim=12:35:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=0222/03&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=09:51&sgFaseSessao=&Data=03/04/2003&txApelido=&txFaseSessao=&txTipoSessao=&dtHoraQuarto=09:51&txEtapa=,AP c/ Ministro
Comissão de Segurança Pública e Combate ao Crime Organizado,20/03/2003,11h19,0137/03,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Segurança Pública e Combate ao Crime Organizado&tpReuniaoEvento=AP c/ Ministro&dtReuniao=20/03/2003&hrInicio=11:19:00&hrFim=13:40:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=0137/03&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=11:19&sgFaseSessao=&Data=20/03/2003&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=11:19&txEtapa=,AP c/ Ministro
Comissão Especial  -  Reforma da Previdência,18/03/2003,14h30,0111/03,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão Especial  -  Reforma da Previdência&tpReuniaoEvento=AP c/ Ministro&dtReuniao=18/03/2003&hrInicio=14:30:00&hrFim=18:12:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=0111/03&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=14:30&sgFaseSessao=&Data=18/03/2003&txApelido=&txFaseSessao=&txTipoSessao=&dtHoraQuarto=14:30&txEtapa=,AP c/ Ministro
Comissão Especial  -  Reforma da Previdência,13/03/2003,10h27,0102/03,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão Especial  -  Reforma da Previdência&tpReuniaoEvento=Reunião Ordinária&dtReuniao=13/03/2003&hrInicio=10:27:00&hrFim=11:59:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=0102/03&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=10:27&sgFaseSessao=&Data=13/03/2003&txApelido=&txFaseSessao=&txTipoSessao=&dtHoraQuarto=10:27&txEtapa=,Reunião Ordinária
"Comissão de Defesa do Consumidor, Meio Ambiente e Minorias",20/06/2002,10h03,0671/02,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Defesa do Consumidor, Meio Ambiente e Minorias&tpReuniaoEvento=AP c/ Convidado&dtReuniao=20/06/2002&hrInicio=10:03:00&hrFim=13:19:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=0671/02&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=10:03&sgFaseSessao=&Data=20/06/2002&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=10:03&txEtapa=",AP c/ Convidado
Comissão de Relações Exteriores e de Defesa Nacional,19/06/2002,10h38,0650/02,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Relações Exteriores e de Defesa Nacional&tpReuniaoEvento=AP c/ Convidado&dtReuniao=19/06/2002&hrInicio=10:38:00&hrFim=13:20:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=0650/02&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=10:38&sgFaseSessao=&Data=19/06/2002&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=10:38&txEtapa=,AP c/ Convidado
Comissão de Relações Exteriores e de Defesa Nacional,05/06/2002,10h47,0559/02,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Relações Exteriores e de Defesa Nacional&tpReuniaoEvento=Reunião Ordinária&dtReuniao=05/06/2002&hrInicio=10:47:00&hrFim=14:16:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=0559/02&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=10:47&sgFaseSessao=&Data=05/06/2002&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=10:47&txEtapa=,Reunião Ordinária
Comissão de Relações Exteriores e de Defesa Nacional,08/05/2002,14h44,0385/02,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Relações Exteriores e de Defesa Nacional&tpReuniaoEvento=AP c/ Convidado&dtReuniao=08/05/2002&hrInicio=14:44:00&hrFim=17:38:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=0385/02&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=14:44&sgFaseSessao=&Data=08/05/2002&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=14:44&txEtapa=,AP c/ Convidado
Outros Eventos,22/04/2002,14h17,0294/02,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Outros Eventos&tpReuniaoEvento=&dtReuniao=22/04/2002&hrInicio=14:17:00&hrFim=17:10:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=0294/02&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=14:17&sgFaseSessao=&Data=22/04/2002&txApelido=&txFaseSessao=&txTipoSessao=&dtHoraQuarto=14:17&txEtapa=,
Comissão de Relações Exteriores e de Defesa Nacional,28/11/2001,10h48,001462/01,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Relações Exteriores e de Defesa Nacional&tpReuniaoEvento=Reunião Ordinária&dtReuniao=28/11/2001&hrInicio=10:48:00&hrFim=13:29:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=001462/01&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=10:48&sgFaseSessao=&Data=28/11/2001&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=10:48&txEtapa=,Reunião Ordinária
Comissão de Relações Exteriores e de Defesa Nacional,21/11/2001,10h49,001367/01,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Relações Exteriores e de Defesa Nacional&tpReuniaoEvento=Reunião Ordinária&dtReuniao=21/11/2001&hrInicio=10:49:00&hrFim=12:26:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=001367/01&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=10:49&sgFaseSessao=&Data=21/11/2001&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=10:49&txEtapa=,Reunião Ordinária
Comissão de Viação e Transportes,07/11/2001,10h37,001289/01,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Viação e Transportes&tpReuniaoEvento=AP c/ Convidado&dtReuniao=07/11/2001&hrInicio=10:37:00&hrFim=12:44:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=001289/01&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=10:37&sgFaseSessao=&Data=07/11/2001&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=10:37&txEtapa=,AP c/ Convidado
Comissão de Relações Exteriores e de Defesa Nacional,31/10/2001,10h23,001260/01,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Relações Exteriores e de Defesa Nacional&tpReuniaoEvento=Reunião Ordinária&dtReuniao=31/10/2001&hrInicio=10:23:00&hrFim=13:27:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=001260/01&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=10:23&sgFaseSessao=&Data=31/10/2001&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=10:23&txEtapa=,Reunião Ordinária
Comissão de Relações Exteriores e de Defesa Nacional,24/10/2001,11h29,001192/01,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Relações Exteriores e de Defesa Nacional&tpReuniaoEvento=Reunião Ordinária&dtReuniao=24/10/2001&hrInicio=11:29:00&hrFim=13:31:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=001192/01&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=11:29&sgFaseSessao=&Data=24/10/2001&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=11:29&txEtapa=,Reunião Ordinária
Comissão de Relações Exteriores e de Defesa Nacional,16/10/2001,15h05,001130/01,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Relações Exteriores e de Defesa Nacional&tpReuniaoEvento=AP c/ Convidado&dtReuniao=16/10/2001&hrInicio=15:05:00&hrFim=19:03:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=001130/01&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=15:05&sgFaseSessao=&Data=16/10/2001&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=15:05&txEtapa=,AP c/ Convidado
Comissão de Relações Exteriores e de Defesa Nacional,10/10/2001,10h34,001100/01,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Relações Exteriores e de Defesa Nacional&tpReuniaoEvento=Reunião Ordinária&dtReuniao=10/10/2001&hrInicio=10:34:00&hrFim=11:51:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=001100/01&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=10:34&sgFaseSessao=&Data=10/10/2001&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=10:34&txEtapa=,Reunião Ordinária
Comissão de Relações Exteriores e de Defesa Nacional,03/10/2001,10h25,001048/01,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Relações Exteriores e de Defesa Nacional&tpReuniaoEvento=Reunião Ordinária&dtReuniao=03/10/2001&hrInicio=10:25:00&hrFim=13:07:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=001048/01&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=10:25&sgFaseSessao=&Data=03/10/2001&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=10:25&txEtapa=,Reunião Ordinária
Comissão de Relações Exteriores e de Defesa Nacional,26/09/2001,10h21,000996/01,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Relações Exteriores e de Defesa Nacional&tpReuniaoEvento=Reunião Ordinária&dtReuniao=26/09/2001&hrInicio=10:21:00&hrFim=13:20:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=000996/01&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=10:21&sgFaseSessao=&Data=26/09/2001&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=10:21&txEtapa=,Reunião Ordinária
"Comissão de Trabalho, de Administração e Serviço Público",25/09/2001,15h39,000985/01,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Trabalho, de Administração e Serviço Público&tpReuniaoEvento=AP c/ Convidado&dtReuniao=25/09/2001&hrInicio=15:39:00&hrFim=17:12:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=000985/01&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=15:39&sgFaseSessao=&Data=25/09/2001&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=15:39&txEtapa=",AP c/ Convidado
Comissão de Relações Exteriores e de Defesa Nacional,19/09/2001,10h31,000942/01,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Relações Exteriores e de Defesa Nacional&tpReuniaoEvento=Reunião Ordinária&dtReuniao=19/09/2001&hrInicio=10:31:00&hrFim=12:49:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=000942/01&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=10:31&sgFaseSessao=&Data=19/09/2001&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=10:31&txEtapa=,Reunião Ordinária
Comissão de Relações Exteriores e de Defesa Nacional,05/09/2001,10h07,000880/01,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Relações Exteriores e de Defesa Nacional&tpReuniaoEvento=AP c/ Convidado&dtReuniao=05/09/2001&hrInicio=10:07:00&hrFim=17:12:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=000880/01&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=10:07&sgFaseSessao=&Data=05/09/2001&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=10:07&txEtapa=,AP c/ Convidado
Comissão de Relações Exteriores e de Defesa Nacional,29/08/2001,10h26,000825/01,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Relações Exteriores e de Defesa Nacional&tpReuniaoEvento=Reunião Ordinária&dtReuniao=29/08/2001&hrInicio=10:26:00&hrFim=13:00:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=000825/01&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=10:26&sgFaseSessao=&Data=29/08/2001&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=10:26&txEtapa=,Reunião Ordinária
Comissão de Relações Exteriores e de Defesa Nacional,22/08/2001,10h19,000769/01,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Relações Exteriores e de Defesa Nacional&tpReuniaoEvento=Reunião Ordinária&dtReuniao=22/08/2001&hrInicio=10:19:00&hrFim=13:19:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=000769/01&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=10:19&sgFaseSessao=&Data=22/08/2001&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=10:19&txEtapa=,Reunião Ordinária
